GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-05-11T00:00:00,1,0022000448,1,7:00 pm ET,20210511/DENCHA,1610612766,1610612743,2020,0,     ,,BSSE-CHA            ,ALT,Q0       - ,Spectrum Center,0
2021-05-11T00:00:00,2,0022001033,1,7:00 pm ET,20210511/MINDET,1610612765,1610612750,2020,0,     ,,BSDET               ,BSN+                ,Q0       - ,Little Caesars Arena,0
2021-05-11T00:00:00,3,0022001032,1,7:30 pm ET,20210511/MIABOS,1610612738,1610612748,2020,0,     ,TNT,NBCSB,,Q0       - TNT,TD Garden,0
2021-05-11T00:00:00,4,0022001034,1,7:30 pm ET          ,20210511/LACTOR,1610612761,1610612746,2020,0,     ,,SN,BSSC                ,Q0       - ,Amalie Arena,0
2021-05-11T00:00:00,5,0022001035,1,8:00 pm ET,20210511/PHIIND,1610612754,1610612755,2020,0,     ,,BSIN                ,NBCSP,Q0       - ,Bankers Life Fieldhouse,0
2021-05-11T00:00:00,6,0022001036,1,8:00 pm ET,20210511/BKNCHI,1610612741,1610612751,2020,0,     ,,NBCSCH,YES2,Q0       - ,United Center,0
2021-05-11T00:00:00,7,0022001037,1,8:00 pm ET,20210511/DALMEM,1610612763,1610612742,2020,0,     ,,BSSE-MEM            ,BSSW-DAL            ,Q0       - ,FedExForum,0
2021-05-11T00:00:00,8,0022001038,1,9:00 pm ET,20210511/ORLMIL,1610612749,1610612753,2020,0,     ,,BSWI+               ,BSFL                ,Q0       - ,Fiserv Forum,0
2021-05-11T00:00:00,9,0022001039,1,10:00 pm ET         ,20210511/PHXGSW,1610612744,1610612756,2020,0,     ,,NBCSBA,BSAZ                ,Q0       - ,Chase Center,0
2021-05-11T00:00:00,10,0022001040,1,10:00 pm ET         ,20210511/OKCSAC,1610612758,1610612760,2020,0,     ,,NBCSCA,BSOK                ,Q0       - ,Golden 1 Center,0
2021-05-11T00:00:00,11,0022001041,1,10:00 pm ET,20210511/NYKLAL,1610612747,1610612752,2020,0,     ,TNT,SPECSN,,Q0       - TNT,STAPLES Center,0
